year,age,networth,networth_infadj,wgt,income,wageinc,bussefarminc,intdivinc,kginc,ssretinc,transfothinc,income_infadj
2010,64,892818.7265917603,1061725.9530753195,5257.759276685138,137404.74073756707,104094.50055876294,5551.706696467357,6106.877366114091,3608.609352703782,9993.072053641243,0.0,163399.55129924908
2010,64,998531.086142322,1187437.4243435308,5118.443309489848,136016.81406345023,104094.50055876294,5551.706696467357,5412.9140290556725,3608.609352703782,9993.072053641243,0.0,161749.05078107485
2010,64,1081844.4444444445,1286512.3564799766,4801.130420382089,137404.74073756707,104094.50055876294,5551.706696467357,5829.2920312907245,3608.609352703782,10131.864721052925,0.0,163399.55129924908
2010,64,1157645.9425717853,1376654.3029319884,5399.851757228212,137404.74073756707,104094.50055876294,5551.706696467357,5829.2920312907245,3608.609352703782,10131.864721052925,0.0,163399.55129924908
2010,64,1001945.5680399501,1191497.8723819098,5077.6762196225045,137404.74073756707,104094.50055876294,5551.706696467357,5135.328694232306,3608.609352703782,10131.864721052925,0.0,163399.55129924908
2010,59,5103148.0649188515,6068583.220239596,251.51454279041303,446912.38906562224,277585.3348233678,-1.3879266741168392,94379.01383994505,74948.04040230931,0.0,0.0,531461.1668521032
2010,59,5101782.2721598,6066959.041024244,244.37960558762114,446912.38906562224,277585.3348233678,-1.3879266741168392,94379.01383994505,74948.04040230931,0.0,0.0,531461.1668521032
2010,59,5101782.2721598,6066959.041024244,253.4064168194995,446912.38906562224,277585.3348233678,-1.3879266741168392,94379.01383994505,74948.04040230931,0.0,0.0,531461.1668521032
2010,59,5103148.0649188515,6068583.220239596,261.31355133234644,446912.38906562224,277585.3348233678,-1.3879266741168392,94379.01383994505,74948.04040230931,0.0,0.0,531461.1668521032
2010,59,5103148.0649188515,6068583.220239596,236.76944713972475,446912.38906562224,277585.3348233678,-1.3879266741168392,94379.01383994505,74948.04040230931,0.0,0.0,531461.1668521032
2010,32,-886.3995006242197,-1054.0923107631672,3379.8963565647964,55517.06696467358,55517.06696467358,0.0,0.0,0.0,0.0,0.0,66020.02072696935
2010,32,-2525.350811485643,-3003.1073691850484,3372.1996110747846,55517.06696467358,55517.06696467358,0.0,0.0,0.0,0.0,0.0,66020.02072696935
2010,32,-1022.9787765293383,-1216.510232298324,3356.139458346098,55517.06696467358,55517.06696467358,0.0,0.0,0.0,0.0,0.0,66020.02072696935
2010,32,-1022.9787765293383,-1216.510232298324,3386.552612322169,55517.06696467358,55517.06696467358,0.0,0.0,0.0,0.0,0.0,66020.02072696935
2010,32,-2661.9300873907614,-3165.5252907202043,3380.984006246358,55517.06696467358,55517.06696467358,0.0,0.0,0.0,0.0,0.0,66020.02072696935
2010,60,422849.4382022472,502845.88507284527,1058.0921977658286,131853.03404109972,131853.03404109972,0.0,0.0,0.0,0.0,0.0,156797.54922655216
2010,60,421620.2247191011,501384.12377902877,1035.670281845496,131853.03404109972,131853.03404109972,0.0,0.0,0.0,0.0,0.0,156797.54922655216
2010,60,422849.4382022472,502845.88507284527,1043.0964592228033,131853.03404109972,131853.03404109972,0.0,0.0,0.0,0.0,0.0,156797.54922655216
2010,60,422849.4382022472,502845.88507284527,1038.1655475420016,131853.03404109972,131853.03404109972,0.0,0.0,0.0,0.0,0.0,156797.54922655216
